sku,relation_type,sort_order,related_text
RDRGMULTICLE,cross_sell,1,多用途家居清洁喷雾 CNY 370 [DRGMULTCLEAN]
RDRGMULTICLE,upgrade,1,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
RDRGMULTICLE,upgrade,2,罗勒除味室内喷雾 CNY 600 [VDRG150]
RDRGMULTICLE,upgrade,3,橙花餐具清洁液 CNY 370 [DRGDISHSOAP]
RDRGMULTICLE,upgrade,4,橙花餐具清洁液补充装 CNY 250 [RDRGDISHSOAP]
RDRGMULTICLE,upgrade,5,多用途家居清洁喷雾 CNY 370 [DRGMULTCLEAN]
RDRGMULTICLE,upgrade,6,蜂蜡皮革及木制品护理剂 CNY 260 [DRGLEATHWOOD]
RDRGMULTICLE,upgrade,7,雪松木衣物香氛陶瓷 - 家居清洁护理系列 CNY 420 [DRGCERAMWOOL]
RDRGMULTICLE,upgrade,8,雪松木衣物香氛陶瓷补充装 CNY 190 [DRGCERAMREFIL]
RHANDSOAP1,pairing,1,柔滑护手霜 CNY 390 [BAUMEMAIN3]
RHANDSOAP1,related,1,柔肤手部清洁露 CNY 600 [HANDSOAPG1]
RHANDSOAP1,related,2,去角质手部清洁露补充装 CNY 400 [RHANDSCRUB1]
RHANDSOAP1,related,3,去角质手部清洁露 CNY 600 [HANDSCRUB1]
RHANDSOAP1,cross_sell,1,柔肤手部清洁露 CNY 600 [HANDSOAPG1]
RHANDLOTION1,pairing,1,柔肤手部清洁露 CNY 600 [HANDSOAPG1]
RHANDLOTION1,pairing,2,柔肤手部清洁露补充装 CNY 400 [RHANDSOAP1]
RHANDLOTION1,related,1,丝绒护手乳 CNY 640 [HANDLOTIONG]
RHANDLOTION1,cross_sell,1,丝绒护手乳 CNY 640 [HANDLOTIONG]
REFREED34B2L,pairing,1,室内扩香摆件玻璃瓶樽 CNY 3800 [REEDDIFL2L]
REFREED34B2L,pairing,2,室内扩香摆件玻璃瓶塞 CNY 840 [REEDIFCAPL]
REFREED34B2L,related,1,圣日尔曼大道34号扩香精 CNY 1620 [HG34BCARB3]
REFREED34B2L,related,2,浆果香室内香氛蜡 CNY 580 [PB]
REFREED34B2L,related,3,希腊无花果室内香氛蜡 CNY 580 [PFI]
REFREED34B2L,related,4,圣日尔曼大道34号室内喷雾 CNY 660 [V34BV2]
REFREED34B2L,related,5,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
REFREED34B2L,related,6,罗勒除味室内喷雾 CNY 600 [VDRG150]
REFREED34B2L,related,7,琥珀室内扩香摆件补充瓶 CNY 5300 [REFREEDAB2L]
REFREED34B2L,related,8,室内扩香摆件玻璃瓶塞 CNY 840 [REEDIFCAPL]
REFREED34B2L,related,9,浆果香室内扩香摆件补充瓶 CNY 5300 [REFREEDB2L]
REFREED34B2L,related,10,室内扩香摆件玻璃瓶樽 CNY 3800 [REEDDIFL2L]
REFREED34B2L,cross_sell,1,室内扩香摆件玻璃瓶樽 CNY 3800 [REEDDIFL2L]
REFREED34B2L,cross_sell,2,室内扩香摆件玻璃瓶塞 CNY 840 [REEDIFCAPL]
REFREED34B2L,upgrade,1,室内扩香摆件玻璃瓶樽 CNY 620 [REEDDIFS100]
REFREED34B2L,upgrade,2,室内扩香摆件玻璃瓶樽 CNY 800 [REEDDIF200]
REFREED34B2L,upgrade,3,室内扩香摆件玻璃瓶樽 CNY 3800 [REEDDIFL2L]
REFREED34B2L,upgrade,4,琥珀室内扩香摆件补充瓶 CNY 840 [REFREEDAMB]
REFREED34B2L,upgrade,5,琥珀室内扩香摆件补充瓶 CNY 5300 [REFREEDAB2L]
REFREED34B2L,upgrade,6,室内扩香摆件玻璃瓶塞 CNY 280 [REEDDIFCAP]
REFREED34B2L,upgrade,7,室内扩香摆件玻璃瓶塞 CNY 840 [REEDIFCAPL]
REFREED34B2L,upgrade,8,水墨画陶瓷托盘 CNY 1050 [DECO01617]
REFREED34B2L,upgrade,9,浆果香室内扩香摆件补充瓶 CNY 5300 [REFREEDB2L]
REFREED34B2L,upgrade,10,含羞草 - 室内扩香摆件补充装 CNY 840 [REFREEDMI]
REFREED34B2L,upgrade,11,无花果室内扩香摆件补充装 CNY 840 [REFREEDFI]
REFREED34B2L,upgrade,12,橙花 - 室内扩香摆件补充装 CNY 840 [REFREEDFO]
REFREED34B2L,upgrade,13,浆果香 - 室内扩香摆件补充装 CNY 840 [REFREEDB]
REFREED34B2L,upgrade,14,晚香玉 - 室内扩香摆件补充装 CNY 840 [REFREEDTB]
REFREEDAB2L,pairing,1,室内扩香摆件玻璃瓶樽 CNY 3800 [REEDDIFL2L]
REFREEDAB2L,pairing,2,室内扩香摆件玻璃瓶塞 CNY 840 [REEDIFCAPL]
REFREEDAB2L,related,1,圣日尔曼大道34号扩香精 CNY 1620 [HG34BCARB3]
REFREEDAB2L,related,2,浆果香室内香氛蜡 CNY 580 [PB]
REFREEDAB2L,related,3,希腊无花果室内香氛蜡 CNY 580 [PFI]
REFREEDAB2L,related,4,圣日尔曼大道34号室内喷雾 CNY 660 [V34BV2]
REFREEDAB2L,related,5,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
REFREEDAB2L,related,6,罗勒除味室内喷雾 CNY 600 [VDRG150]
REFREEDAB2L,related,7,室内扩香摆件玻璃瓶塞 CNY 840 [REEDIFCAPL]
REFREEDAB2L,related,8,浆果香室内扩香摆件补充瓶 CNY 5300 [REFREEDB2L]
REFREEDAB2L,related,9,圣日尔曼大道34号室内扩香摆件补充瓶 CNY 5300 [REFREED34B2L]
REFREEDAB2L,related,10,室内扩香摆件玻璃瓶樽 CNY 3800 [REEDDIFL2L]
REFREEDAB2L,cross_sell,1,室内扩香摆件玻璃瓶樽 CNY 3800 [REEDDIFL2L]
REFREEDAB2L,cross_sell,2,室内扩香摆件玻璃瓶塞 CNY 840 [REEDIFCAPL]
REFREEDAB2L,upgrade,1,室内扩香摆件玻璃瓶樽 CNY 620 [REEDDIFS100]
REFREEDAB2L,upgrade,2,室内扩香摆件玻璃瓶樽 CNY 800 [REEDDIF200]
REFREEDAB2L,upgrade,3,室内扩香摆件玻璃瓶樽 CNY 3800 [REEDDIFL2L]
REFREEDAB2L,upgrade,4,琥珀室内扩香摆件补充瓶 CNY 840 [REFREEDAMB]
REFREEDAB2L,upgrade,5,室内扩香摆件玻璃瓶塞 CNY 280 [REEDDIFCAP]
REFREEDAB2L,upgrade,6,室内扩香摆件玻璃瓶塞 CNY 840 [REEDIFCAPL]
REFREEDAB2L,upgrade,7,水墨画陶瓷托盘 CNY 1050 [DECO01617]
REFREEDAB2L,upgrade,8,浆果香室内扩香摆件补充瓶 CNY 5300 [REFREEDB2L]
REFREEDAB2L,upgrade,9,圣日尔曼大道34号室内扩香摆件补充瓶 CNY 5300 [REFREED34B2L]
REFREEDAB2L,upgrade,10,含羞草 - 室内扩香摆件补充装 CNY 840 [REFREEDMI]
REFREEDAB2L,upgrade,11,无花果室内扩香摆件补充装 CNY 840 [REFREEDFI]
REFREEDAB2L,upgrade,12,橙花 - 室内扩香摆件补充装 CNY 840 [REFREEDFO]
REFREEDAB2L,upgrade,13,浆果香 - 室内扩香摆件补充装 CNY 840 [REFREEDB]
REFREEDAB2L,upgrade,14,晚香玉 - 室内扩香摆件补充装 CNY 840 [REFREEDTB]
REFREEDAMB,pairing,1,室内扩香摆件玻璃瓶樽 CNY 800 [REEDDIF200]
REFREEDAMB,pairing,2,室内扩香摆件玻璃瓶塞 CNY 280 [REEDDIFCAP]
REFREEDAMB,related,1,浆果香室内香氛蜡 CNY 580 [PB]
REFREEDAMB,related,2,希腊无花果室内香氛蜡 CNY 580 [PFI]
REFREEDAMB,related,3,圣日尔曼大道34号室内喷雾 CNY 660 [V34BV2]
REFREEDAMB,related,4,晚香玉 - 室内扩香摆件补充装 CNY 840 [REFREEDTB]
REFREEDAMB,related,5,浆果香 - 室内扩香摆件补充装 CNY 840 [REFREEDB]
REFREEDAMB,related,6,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
REFREEDAMB,related,7,橙花 - 室内扩香摆件补充装 CNY 840 [REFREEDFO]
REFREEDAMB,related,8,无花果室内扩香摆件补充装 CNY 840 [REFREEDFI]
REFREEDAMB,related,9,含羞草 - 室内扩香摆件补充装 CNY 840 [REFREEDMI]
REFREEDAMB,related,10,罗勒除味室内喷雾 CNY 600 [VDRG150]
REFREEDAMB,related,11,室内扩香摆件玻璃瓶樽 CNY 620 [REEDDIFS100]
REFREEDAMB,related,12,室内扩香摆件玻璃瓶樽 CNY 800 [REEDDIF200]
REFREEDAMB,related,13,室内扩香摆件玻璃瓶塞 CNY 280 [REEDDIFCAP]
REFREEDAMB,related,14,圣日尔曼大道34号扩香精 CNY 1620 [HG34BCARB3]
REFREEDAMB,cross_sell,1,室内扩香摆件玻璃瓶樽 CNY 800 [REEDDIF200]
REFREEDAMB,cross_sell,2,室内扩香摆件玻璃瓶塞 CNY 280 [REEDDIFCAP]
REFREEDAMB,upgrade,1,室内扩香摆件玻璃瓶樽 CNY 620 [REEDDIFS100]
REFREEDAMB,upgrade,2,室内扩香摆件玻璃瓶樽 CNY 800 [REEDDIF200]
REFREEDAMB,upgrade,3,室内扩香摆件玻璃瓶樽 CNY 3800 [REEDDIFL2L]
REFREEDAMB,upgrade,4,琥珀室内扩香摆件补充瓶 CNY 5300 [REFREEDAB2L]
REFREEDAMB,upgrade,5,室内扩香摆件玻璃瓶塞 CNY 280 [REEDDIFCAP]
REFREEDAMB,upgrade,6,室内扩香摆件玻璃瓶塞 CNY 840 [REEDIFCAPL]
REFREEDAMB,upgrade,7,水墨画陶瓷托盘 CNY 1050 [DECO01617]
REFREEDAMB,upgrade,8,浆果香室内扩香摆件补充瓶 CNY 5300 [REFREEDB2L]
REFREEDAMB,upgrade,9,圣日尔曼大道34号室内扩香摆件补充瓶 CNY 5300 [REFREED34B2L]
REFREEDAMB,upgrade,10,含羞草 - 室内扩香摆件补充装 CNY 840 [REFREEDMI]
REFREEDAMB,upgrade,11,无花果室内扩香摆件补充装 CNY 840 [REFREEDFI]
REFREEDAMB,upgrade,12,橙花 - 室内扩香摆件补充装 CNY 840 [REFREEDFO]
REFREEDAMB,upgrade,13,浆果香 - 室内扩香摆件补充装 CNY 840 [REFREEDB]
REFREEDAMB,upgrade,14,晚香玉 - 室内扩香摆件补充装 CNY 840 [REFREEDTB]
REFREEDB2L,pairing,1,室内扩香摆件玻璃瓶樽 CNY 3800 [REEDDIFL2L]
REFREEDB2L,pairing,2,室内扩香摆件玻璃瓶塞 CNY 840 [REEDIFCAPL]
REFREEDB2L,related,1,圣日尔曼大道34号扩香精 CNY 1620 [HG34BCARB3]
REFREEDB2L,related,2,浆果香室内香氛蜡 CNY 580 [PB]
REFREEDB2L,related,3,希腊无花果室内香氛蜡 CNY 580 [PFI]
REFREEDB2L,related,4,圣日尔曼大道34号室内喷雾 CNY 660 [V34BV2]
REFREEDB2L,related,5,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
REFREEDB2L,related,6,罗勒除味室内喷雾 CNY 600 [VDRG150]
REFREEDB2L,related,7,琥珀室内扩香摆件补充瓶 CNY 5300 [REFREEDAB2L]
REFREEDB2L,related,8,室内扩香摆件玻璃瓶塞 CNY 840 [REEDIFCAPL]
REFREEDB2L,related,9,圣日尔曼大道34号室内扩香摆件补充瓶 CNY 5300 [REFREED34B2L]
REFREEDB2L,related,10,室内扩香摆件玻璃瓶樽 CNY 3800 [REEDDIFL2L]
REFREEDB2L,cross_sell,1,室内扩香摆件玻璃瓶樽 CNY 3800 [REEDDIFL2L]
REFREEDB2L,cross_sell,2,室内扩香摆件玻璃瓶塞 CNY 840 [REEDIFCAPL]
REFREEDB2L,upgrade,1,室内扩香摆件玻璃瓶樽 CNY 620 [REEDDIFS100]
REFREEDB2L,upgrade,2,室内扩香摆件玻璃瓶樽 CNY 800 [REEDDIF200]
REFREEDB2L,upgrade,3,室内扩香摆件玻璃瓶樽 CNY 3800 [REEDDIFL2L]
REFREEDB2L,upgrade,4,琥珀室内扩香摆件补充瓶 CNY 840 [REFREEDAMB]
REFREEDB2L,upgrade,5,琥珀室内扩香摆件补充瓶 CNY 5300 [REFREEDAB2L]
REFREEDB2L,upgrade,6,室内扩香摆件玻璃瓶塞 CNY 280 [REEDDIFCAP]
REFREEDB2L,upgrade,7,室内扩香摆件玻璃瓶塞 CNY 840 [REEDIFCAPL]
REFREEDB2L,upgrade,8,水墨画陶瓷托盘 CNY 1050 [DECO01617]
REFREEDB2L,upgrade,9,圣日尔曼大道34号室内扩香摆件补充瓶 CNY 5300 [REFREED34B2L]
REFREEDB2L,upgrade,10,含羞草 - 室内扩香摆件补充装 CNY 840 [REFREEDMI]
REFREEDB2L,upgrade,11,无花果室内扩香摆件补充装 CNY 840 [REFREEDFI]
REFREEDB2L,upgrade,12,橙花 - 室内扩香摆件补充装 CNY 840 [REFREEDFO]
REFREEDB2L,upgrade,13,浆果香 - 室内扩香摆件补充装 CNY 840 [REFREEDB]
REFREEDB2L,upgrade,14,晚香玉 - 室内扩香摆件补充装 CNY 840 [REFREEDTB]
RHUBA190,pairing,1,金色烛芯修剪器 CNY 430 [PWT]
RHUBA190,pairing,2,香氛蜡烛-柠檬草 CNY 630 [CI190V4]
RHUBA190,related,1,全曲线玻璃烛罩 S CNY 970 [CHOLDER4V1]
RHUBA190,related,2,灯笼玻璃烛罩 CNY 3700 [DECO01385]
RHUBA190,related,3,竖纹玻璃烛罩 Mini CNY 730 [DECO01387]
RHUBA190,related,4,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
RHUBA190,related,5,香氛蜡烛-无花果 CNY 630 [FI2]
RHUBA190,related,6,香氛蜡烛-玫瑰 CNY 630 [RO3]
RHUBA190,related,7,香氛蜡烛-浆果香 CNY 630 [B2]
RHUBA190,cross_sell,1,金色烛芯修剪器 CNY 430 [PWT]
RHUBA190,cross_sell,2,星座玻璃烛罩 CNY 1600 [DECO01068]
DECO01387,pairing,1,竖纹玻璃烛罩 S CNY 930 [CHOLDER2]
DECO01387,pairing,2,金色防烟灭烛罩 CNY 330 [PSNUFFER]
DECO01387,related,1,螺旋玻璃烛罩 CNY 3900 [BZHOLDLENS]
DECO01387,related,2,竖纹玻璃烛罩 CNY 4200 [DECO00722]
DECO01387,related,3,灯笼玻璃烛罩 CNY 3700 [DECO01385]
DECO01387,related,4,全曲线玻璃烛罩 L CNY 1290 [CHOLDER4LV1]
DECO01387,related,5,黑色金字塔陶瓷烛盖 CNY 1200 [DECO01388]
DECO01387,related,6,全曲线玻璃烛罩 S CNY 970 [CHOLDER4V1]
DECO01387,upgrade,1,灯笼玻璃烛罩 CNY 3700 [DECO01385]
DECO01387,upgrade,2,黑色金字塔陶瓷烛盖 CNY 1200 [DECO01388]
DECO00785,pairing,1,水墨画陶瓷托盘 S CNY 650 [DECO01624]
DECO00785,pairing,2,水墨画陶瓷托盘 CNY 1050 [DECO01617]
DECO00785,related,1,椭圆平底杯 CNY 560 [DECO01372]
DECO00785,related,2,托盘L-巴西莱 CNY 950 [DECO00786]
DECO00785,related,3,托盘S-多米诺 CNY 650 [DECO00784]
DECO00785,related,4,椭圆收纳罐 L CNY 1040 [DECO01374]
DECO00785,related,5,椭圆收纳托盘 CNY 800 [DECO01371]
DECO00785,related,6,椭圆收纳罐 S CNY 840 [DECO01373]
DECO00785,related,7,椭圆香皂托盘 CNY 520 [DECO01370]
DECO00785,cross_sell,1,椭圆收纳托盘 CNY 800 [DECO01371]
CREMECORPS1,cross_sell,1,柔滑多效滋养油 CNY 600 [SATINOILV1]
ROSBGEL,pairing,1,杜桑柔肤沐浴油 CNY 480 [DOSSHOILV1]
ROSBGEL,related,1,玫瑰香调 - 润肤乳 CNY 540 [ROSBLOTIONV1]
ROSBGEL,related,2,希腊无花果香调 - 润肤乳 CNY 540 [PHIBLOTIONV1]
ROSBGEL,related,3,肌肤之花 - 润肤乳 CNY 540 [FLEURBLOTION]
ROSBGEL,related,4,感官之水 - 洁肤露 CNY 440 [SENSBGEL1]
ROSBGEL,related,5,希腊无花果香调洁肤露 CNY 440 [PHIBGELV1]
ROSBGEL,related,6,肌肤之花洁肤露 CNY 440 [FLEURBGEL200]
ROSBGEL,related,7,杜桑香氛润肤乳 CNY 540 [DOSBLOT]
ROSBGEL,cross_sell,1,玫瑰香调 - 润肤乳 CNY 540 [ROSBLOTIONV1]
ROSBGEL,upgrade,1,玫瑰香调淡香精 CNY 1650 [ROSEP75C]
ROSBGEL,upgrade,2,玫瑰香调淡香水 CNY 1420 [ROSE100V2]
ROSBGEL,upgrade,3,玫瑰香调淡香水 CNY 1050 [ROSE50V2]
ROSBGEL,upgrade,4,玫瑰香调 - 润肤乳 CNY 540 [ROSBLOTIONV1]
ROSBGEL,upgrade,5,玫瑰香调发香喷雾 CNY 580 [ROSHMISTV1]
ROSBGEL,upgrade,6,玫瑰香调护手霜 CNY 390 [ROSHCREAMV1]
ROSBGEL,upgrade,7,玫瑰香调 - 固体香膏 CNY 560 [SOLIDEROSE1]
GR2,pairing,1,香氛蜡烛-柑橘香 CNY 630 [OY2]
GR2,pairing,2,金色防烟灭烛罩 CNY 330 [PSNUFFER]
GR2,related,1,全曲线玻璃烛罩 S CNY 970 [CHOLDER4V1]
GR2,related,2,灯笼玻璃烛罩 CNY 3700 [DECO01385]
GR2,related,3,竖纹玻璃烛罩 Mini CNY 730 [DECO01387]
GR2,related,4,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
GR2,related,5,香氛蜡烛-玫瑰 CNY 630 [RO3]
GR2,related,6,香氛蜡烛-浆果香 CNY 630 [B2]
GR2,related,7,香氛蜡烛-无花果 CNY 630 [FI2]
GR2,related,8,香氛蜡烛-琥珀 CNY 630 [AB1]
GR2,related,9,香氛蜡烛-茶树 CNY 630 [T3]
GR2,related,10,香氛蜡烛-薄荷 CNY 630 [MV2]
GR2,related,11,香氛蜡烛-小苍兰 CNY 630 [FR3]
GR2,related,12,香氛蜡烛-含羞草 CNY 630 [MI3]
GR2,related,13,中号香氛蜡烛-晚香玉 CNY 920 [TBR3]
GR2,related,14,中号香氛蜡烛-浆果香 CNY 920 [BN3]
GR2,related,15,中号香氛蜡烛-琥珀 CNY 920 [ABA3]
GR2,related,16,中号香氛蜡烛-无花果 CNY 920 [FIV3]
GR2,related,17,中号香氛蜡烛-炭木香 CNY 920 [FBG3]
GR2,cross_sell,1,金色烛芯修剪器 CNY 430 [PWT]
GR2,cross_sell,2,竖纹玻璃烛罩 L CNY 1190 [CHOLDER2L]
ROSEROC100,pairing,1,大千之蕴淡香精系列体验套装 CNY 1700 [COFPARFPMINI]
ROSEROC100,pairing,2,潮汐月影淡香精 CNY 2700 [LUNAMAR100]
RO600,pairing,1,超大号香氛蜡烛-无花果 CNY 3400 [FI15001]
RO600,cross_sell,1,金色烛芯修剪器 CNY 430 [PWT]
RO600,cross_sell,2,竖纹玻璃烛罩 CNY 4200 [DECO00722]
RO600,upgrade,1,玫瑰室内香氛蜡 CNY 580 [PRO]
RO600,upgrade,2,迷你香氛蜡烛-玫瑰 CNY 370 [RO70V]
RO600,upgrade,3,玫瑰 - 室内喷雾 CNY 600 [VRO]
RO600,upgrade,4,玫瑰车载扩香器香氛套装 CNY 1040 [CARDIFRO]
RO600,upgrade,5,玫瑰扩香精 CNY 1620 [HGROCARB3]
RO600,upgrade,6,玫瑰扩香器香氛补充包 CNY 450 [CAPSRO]
RO600,upgrade,7,玫瑰扩香精补充瓶 CNY 500 [HGRORCARB3]
RO3,pairing,1,水墨画陶瓷灭烛罩 CNY 550 [DECO01282]
RO3,pairing,2,香氛蜡烛-浆果香 CNY 630 [B2]
RO3,related,1,全曲线玻璃烛罩 S CNY 970 [CHOLDER4V1]
RO3,related,2,灯笼玻璃烛罩 CNY 3700 [DECO01385]
RO3,related,3,竖纹玻璃烛罩 Mini CNY 730 [DECO01387]
RO3,related,4,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
RO3,related,5,香氛蜡烛-浆果香 CNY 630 [B2]
RO3,related,6,香氛蜡烛-无花果 CNY 630 [FI2]
RO3,related,7,香氛蜡烛-琥珀 CNY 630 [AB1]
RO3,related,8,香氛蜡烛-茶树 CNY 630 [T3]
RO3,related,9,香氛蜡烛-薄荷 CNY 630 [MV2]
RO3,related,10,香氛蜡烛-小苍兰 CNY 630 [FR3]
RO3,related,11,香氛蜡烛-含羞草 CNY 630 [MI3]
RO3,related,12,中号香氛蜡烛-晚香玉 CNY 920 [TBR3]
RO3,related,13,中号香氛蜡烛-浆果香 CNY 920 [BN3]
RO3,related,14,中号香氛蜡烛-琥珀 CNY 920 [ABA3]
RO3,related,15,中号香氛蜡烛-无花果 CNY 920 [FIV3]
RO3,related,16,中号香氛蜡烛-炭木香 CNY 920 [FBG3]
RO3,cross_sell,1,金色烛芯修剪器 CNY 430 [PWT]
RO3,cross_sell,2,星座玻璃烛罩 CNY 1600 [DECO01068]
RO3,upgrade,1,玫瑰室内香氛蜡 CNY 580 [PRO]
RO3,upgrade,2,迷你香氛蜡烛-玫瑰 CNY 370 [RO70V]
RO3,upgrade,3,玫瑰 - 室内喷雾 CNY 600 [VRO]
RO3,upgrade,4,玫瑰车载扩香器香氛套装 CNY 1040 [CARDIFRO]
RO3,upgrade,5,大号香氛蜡烛-玫瑰 CNY 1800 [RO600]
RO3,upgrade,6,玫瑰扩香精 CNY 1620 [HGROCARB3]
RO3,upgrade,7,玫瑰扩香器香氛补充包 CNY 450 [CAPSRO]
RO3,upgrade,8,玫瑰扩香精补充瓶 CNY 500 [HGRORCARB3]
RO1500,pairing,1,黑色金字塔陶瓷烛盖 CNY 1200 [DECO01388]
RO1500,cross_sell,1,金色烛芯修剪器 CNY 430 [PWT]
RO1500,cross_sell,2,黑色金字塔陶瓷烛盖 CNY 1200 [DECO01388]
RO1500,upgrade,1,玫瑰扩香精 CNY 1620 [HGROCARB3]
RO1500,upgrade,2,玫瑰室内香氛蜡 CNY 580 [PRO]
RO1500,upgrade,3,玫瑰车载扩香器香氛套装 CNY 1040 [CARDIFRO]
RO1500,upgrade,4,大号香氛蜡烛-玫瑰 CNY 1800 [RO600]
RO1500,upgrade,5,迷你香氛蜡烛-玫瑰 CNY 370 [RO70V]
RO1500,upgrade,6,玫瑰 - 室内喷雾 CNY 600 [VRO]
RO1500,upgrade,7,玫瑰扩香器香氛补充包 CNY 450 [CAPSRO]
RO1500,upgrade,8,玫瑰扩香精补充瓶 CNY 500 [HGRORCARB3]
CNREFREEROV1,related,1,室内扩香摆件玻璃瓶樽 CNY 800 [REEDDIF200]
CNREFREEROV1,related,2,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
CNREFREEROV1,related,3,无花果室内扩香摆件补充装 CNY 840 [REFREEDFI]
CNREFREEROV1,related,4,圣日尔曼大道34号室内喷雾 CNY 660 [V34BV2]
CNREFREEROV1,related,5,圣日尔曼大道34号扩香精 CNY 1620 [HG34BCARB3]
CNREFREEROV1,related,6,室内扩香摆件玻璃瓶樽 CNY 620 [REEDDIFS100]
CNREFREEROV1,related,7,罗勒除味室内喷雾 CNY 600 [VDRG150]
CNREFREEROV1,related,8,希腊无花果室内香氛蜡 CNY 580 [PFI]
CNREFREEROV1,cross_sell,1,室内扩香摆件玻璃瓶樽 CNY 800 [REEDDIF200]
CNREFREEROV1,cross_sell,2,水墨画陶瓷托盘 CNY 1050 [DECO01617]
CNREFREEROV1,upgrade,1,玫瑰室内香氛蜡 CNY 580 [PRO]
CNREFREEROV1,upgrade,2,迷你香氛蜡烛-玫瑰 CNY 370 [RO70V]
CNREFREEROV1,upgrade,3,玫瑰 - 室内喷雾 CNY 600 [VRO]
CNREFREEROV1,upgrade,4,玫瑰车载扩香器香氛套装 CNY 1040 [CARDIFRO]
CNREFREEROV1,upgrade,5,大号香氛蜡烛-玫瑰 CNY 1800 [RO600]
CNREFREEROV1,upgrade,6,玫瑰扩香精 CNY 1620 [HGROCARB3]
CNREFREEROV1,upgrade,7,玫瑰扩香器香氛补充包 CNY 450 [CAPSRO]
CNREFREEROV1,upgrade,8,玫瑰扩香精补充瓶 CNY 500 [HGRORCARB3]
HGRORCARB3,pairing,1,玫瑰扩香精 CNY 1620 [HGROCARB3]
HGRORCARB3,pairing,2,玫瑰室内香氛蜡 CNY 580 [PRO]
HGRORCARB3,related,1,浆果香室内香氛蜡 CNY 580 [PB]
HGRORCARB3,related,2,希腊无花果室内香氛蜡 CNY 580 [PFI]
HGRORCARB3,related,3,圣日尔曼大道34号室内喷雾 CNY 660 [V34BV2]
HGRORCARB3,related,4,含羞草 - 扩香精 CNY 1620 [HGMICARB]
HGRORCARB3,related,5,浆果香 - 扩香精 CNY 1620 [HGBCARB3]
HGRORCARB3,related,6,含羞草 - 扩香精补充瓶 CNY 500 [HGMIRCARB]
HGRORCARB3,related,7,晚香玉扩香精补充瓶 CNY 500 [HGTBRCARB]
HGRORCARB3,related,8,圣日尔曼大道34号扩香精补充瓶 CNY 500 [HG34BRCARB3]
HGRORCARB3,related,9,罗勒除味蜡烛 CNY 630 [DRGODORCANDL]
HGRORCARB3,related,10,希腊无花果扩香精补充瓶 CNY 500 [HGFIRCARB3]
HGRORCARB3,related,11,橙花扩香精补充瓶 CNY 500 [HGFORCARB3]
HGRORCARB3,related,12,罗勒除味室内喷雾 CNY 600 [VDRG150]
HGRORCARB3,related,13,生姜 - 扩香精补充瓶 CNY 500 [HGGGRCARB2]
HGRORCARB3,related,14,晚香玉扩香精 CNY 1620 [HGTBCARB]
HGRORCARB3,related,15,圣日尔曼大道34号扩香精 CNY 1620 [HG34BCARB3]
HGRORCARB3,related,16,玫瑰扩香精 CNY 1620 [HGROCARB3]
HGRORCARB3,related,17,希腊无花果扩香精 CNY 1620 [HGFICARB3]
HGRORCARB3,related,18,橙花扩香精 CNY 1620 [HGFOCARB3]
HGRORCARB3,related,19,生姜扩香精 CNY 1620 [HGGGCARB3]
HGRORCARB3,cross_sell,1,玫瑰扩香精 CNY 1620 [HGROCARB3]
HGRORCARB3,upgrade,1,玫瑰室内香氛蜡 CNY 580 [PRO]
HGRORCARB3,upgrade,2,迷你香氛蜡烛-玫瑰 CNY 370 [RO70V]
HGRORCARB3,upgrade,3,玫瑰 - 室内喷雾 CNY 600 [VRO]
HGRORCARB3,upgrade,4,玫瑰车载扩香器香氛套装 CNY 1040 [CARDIFRO]
HGRORCARB3,upgrade,5,大号香氛蜡烛-玫瑰 CNY 1800 [RO600]
HGRORCARB3,upgrade,6,玫瑰扩香精 CNY 1620 [HGROCARB3]
HGRORCARB3,upgrade,7,玫瑰扩香器香氛补充包 CNY 450 [CAPSRO]
CAPSRO,pairing,1,玫瑰车载扩香器香氛套装 CNY 1040 [CARDIFRO]
CAPSRO,pairing,2,便携式电子扩香器 CNY 1180 [ELECPLUG]
CAPSRO,related,1,浆果香扩香器香氛补充包 CNY 450 [CAPSB]
CAPSRO,related,2,橙花 - 电子扩香器香氛补充包 CNY 450 [CAPSFO]
CAPSRO,related,3,生姜扩香器香氛补充包 CNY 450 [CAPSGG]
CAPSRO,related,4,晚香玉扩香器香氛补充包 CNY 450 [CAPSTB]
CAPSRO,related,5,希腊无花果扩香器香氛补充包 CNY 450 [CAPSFI1]
CAPSRO,related,6,含羞草扩香器香氛补充包 CNY 450 [CAPSMIV1]
CAPSRO,related,7,圣日尔曼大道34号扩香器香氛补充包 CNY 450 [CAPS34V1]
CAPSRO,related,8,琥珀 - 电子扩香器香氛补充包 CNY 450 [CAPSAB]
CAPSRO,cross_sell,1,玫瑰车载扩香器香氛套装 CNY 1040 [CARDIFRO]
CAPSRO,upgrade,1,玫瑰室内香氛蜡 CNY 580 [PRO]
